,aid,budget,crime,duty_free_exports,eaa_rsa,education,immigration,infants,missile,physician,religious,salvador,satellite,superfund,synfuels,water,party
333,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"'democrat',"
334,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,"'democrat',"
335,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,"'republican',"
336,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"'democrat',"
337,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,"'democrat',"
338,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,"'democrat',"
339,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,"'republican',"
340,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,"'republican',"
341,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,"'democrat',"
342,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,"'democrat',"
343,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,"'republican',"
344,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,"'democrat',"
345,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,"'republican',"
346,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,"'republican',"
347,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,"'republican',"
348,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,"'democrat',"
349,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,"'republican',"
350,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,"'democrat',"
351,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"'republican',"
352,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,"'democrat',"
353,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,"'republican',"
354,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,"'democrat',"
355,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,"'republican',"
356,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
357,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
358,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,"'democrat',"
359,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,"'republican',"
360,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,"'democrat',"
361,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,"'democrat',"
362,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"'democrat',"
363,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,"'republican',"
364,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,"'republican',"
365,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,"'democrat',"
366,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,"'democrat',"
367,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,"'democrat',"
368,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,"'democrat',"
369,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,"'republican',"
370,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,"'democrat',"
371,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,"'democrat',"
372,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,"'democrat',"
373,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,"'democrat',"
374,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,"'republican',"
375,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,"'democrat',"
376,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,"'democrat',"
377,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,"'republican',"
378,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
379,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
380,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,"'democrat',"
381,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,"'democrat',"
382,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,"'democrat',"
383,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,"'democrat',"
384,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,"'democrat',"
385,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,"'democrat',"
386,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,"'democrat',"
387,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,"'democrat',"
388,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,"'democrat',"
389,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,"'democrat',"
390,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,"'democrat',"
391,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,"'democrat',"
392,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,"'republican',"
393,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,"'republican',"
394,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,"'democrat',"
395,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,"'democrat',"
396,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,"'democrat',"
397,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,"'democrat',"
398,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"'democrat',"
399,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,"'republican',"
400,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,"'republican',"
401,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,"'republican',"
402,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"'republican',"
403,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,"'republican',"
404,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,"'republican',"
405,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
406,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,"'democrat',"
407,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,"'democrat',"
408,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,"'democrat',"
409,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,"'republican',"
410,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,"'republican',"
411,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,"'democrat',"
412,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,"'republican',"
413,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,"'republican',"
414,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,"'democrat',"
415,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,"'democrat',"
416,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,"'republican',"
417,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,"'democrat',"
418,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,"'democrat',"
419,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,"'democrat',"
420,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,"'republican',"
421,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,"'democrat',"
422,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,"'democrat',"
423,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,"'democrat',"
424,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,"'democrat',"
425,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,"'democrat',"
426,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"'democrat',"
427,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,"'republican',"
428,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,"'democrat',"
429,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,"'democrat',"
430,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,"'republican',"
431,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"'democrat',"
432,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,"'republican',"
433,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,"'republican',"
434,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,'republican'
